Reel_Record_ID,Platform,Platform_Content_ID,Meta_Reel_ID,Publication_UTC,Concept_ID,Title_or_Caption,Character,Content_Type,Evidence_Status,Drive_Evidence_Status,Asset_Match_Status,Asset_Relationship,Editorial_Qualification,Experiment_ID,Hypothesis_ID,Crosspost_Status,Production_Status,Publication_Status,Metrics_Status,Views,Reach,Engagement,Source,Last_Sync
REEL-062,Facebook,1036844829507460_122118876471072582,970315549109123,2026-05-08T15:30:26+0000,,#UniverseSentMe #rockstar #relatable,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,3,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-063,Facebook,1036844829507460_122119037427072582,914565258282052,2026-05-09T18:22:28+0000,,Universe Sent Me,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,2,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-064,Facebook,1036844829507460_122119612215072582,995649282940594,2026-05-11T16:06:02+0000,,Todo el tiempo estoy pensando en ti ✨,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,3,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-065,Facebook,1036844829507460_122119754589072582,2434955736918044,2026-05-12T17:53:03+0000,,#UniverseSentMe #humoracido #michaeljackson,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,4,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-066,Facebook,1036844829507460_122120649579072582,1870531463610884,2026-05-15T20:17:31+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,2,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-067,Facebook,1036844829507460_122120676687072582,27101624546195211,2026-05-16T05:18:50+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,7,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-068,Facebook,1036844829507460_122121314085072582,26960899110262609,2026-05-18T20:12:01+0000,,Obtuve más de 5.150 reacciones en mis publicaciones la semana pasada. ¡Gracias a todos por el apoyo! 🎉,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,11,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-069,Facebook,1036844829507460_122121755385072582,27322753114004569,2026-05-19T17:30:31+0000,,Its understood,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,2,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-070,Facebook,1036844829507460_122123203887072582,4244177002465660,2026-05-23T16:30:34+0000,,"Esa gente que me cae mal y no me habla, me cae bien ✨",Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,19,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-071,Facebook,1036844829507460_122123290425072582,2133164140577732,2026-05-24T00:44:12+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,4,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-072,Facebook,1036844829507460_122124491475072582,2456763258085012,2026-05-28T15:33:37+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,2,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-073,Facebook,1036844829507460_122125178583072582,1007452508604299,2026-05-31T19:06:47+0000,,Acaricia mi alma... #UniverseSentMe #rockstar #fblifestyle #Zoe,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,10,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-074,Facebook,1036844829507460_122125193847072582,979223768073311,2026-06-01T00:39:16+0000,,De eso se trata ✨,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,0,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-075,Facebook,1036844829507460_122125202205072582,1314043717583273,2026-06-01T03:35:20+0000,,Se te nota...,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,19,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-076,Facebook,1036844829507460_122125528653072582,1020271167128162,2026-06-01T16:08:45+0000,,#universesentme #bonita,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,35,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-077,Facebook,1036844829507460_122125544019072582,1906363553379974,2026-06-01T18:52:17+0000,,#universesentme #relatable #fblifestyle #vidareal #rockstar,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,18,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-078,Facebook,1036844829507460_122125895013072582,1883510432222967,2026-06-02T18:41:04+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,2,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-079,Facebook,1036844829507460_122126267355072582,1418763413347517,2026-06-03T17:35:15+0000,,No es algo heroico es más bien algo estoico... #cerati,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,1,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-080,Facebook,1036844829507460_122126302725072582,1720457499377113,2026-06-04T00:50:21+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,7,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-081,Facebook,1036844829507460_122126660835072582,1435807688312479,2026-06-04T19:16:07+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,6,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-082,Facebook,1036844829507460_122126670549072582,1478285706922671,2026-06-04T23:00:55+0000,,Fiesta.. 😁 #universesentme #music,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,3,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-083,Facebook,1036844829507460_122127189117072582,1705119394138727,2026-06-05T16:17:27+0000,,Ustedes ven el cielo? #skyporn #cloudporn #universesentme #rockstar #humoracido,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,8,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-084,Facebook,1036844829507460_122127646659072582,995933569846950,2026-06-06T18:42:15+0000,,De anoche.. 👻,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,3,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-085,Facebook,1036844829507460_122127654273072582,1032196252667933,2026-06-06T20:38:05+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,12,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-086,Facebook,1036844829507460_122127661851072582,1303110198700919,2026-06-07T00:31:38+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,24,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-087,Facebook,1036844829507460_122127916017072582,1788853558497930,2026-06-07T16:51:25+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,14,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-088,Facebook,1036844829507460_122127931749072582,27574374912158684,2026-06-07T21:19:27+0000,,Claro que vi las red flags...,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,11,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-089,Facebook,1036844829507460_122128512777072582,1014879604586494,2026-06-09T15:36:25+0000,,Consejo del día,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,20,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-090,Facebook,1036844829507460_122129015739072582,991640670312120,2026-06-10T21:16:01+0000,,🫠🫠🫠 #universesentme #relatable #vidareal #insight,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,18,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-091,Facebook,1036844829507460_122129025387072582,1408386457716987,2026-06-11T00:33:05+0000,,#universesentme true killer,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,12,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-092,Facebook,1036844829507460_122129227551072582,1531938091902052,2026-06-11T22:49:35+0000,,#arcticmonkeys #universesentme #aiart,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,0,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-093,Facebook,1036844829507460_122130032151072582,1302082018796959,2026-06-12T23:14:51+0000,,De que me hablas??,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,4,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-094,Facebook,1036844829507460_122130309663072582,26897361879960074,2026-06-14T20:55:01+0000,,No corras por correr...,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,6,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-095,Facebook,1036844829507460_122130324285072582,983943094638387,2026-06-15T02:04:30+0000,,No te tenías que pasar dr brg.. u.u,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,7,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-096,Facebook,1036844829507460_122130329817072582,1518053389684402,2026-06-15T04:05:45+0000,,Piensalo bien... #universesentme #fun #humorácido #humornegro,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Match_Visual_Exact,Single_asset_match,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,13,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-097,Facebook,1036844829507460_122130404211072582,4303248503321761,2026-06-15T21:13:02+0000,,,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,3,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-098,Facebook,1036844829507460_122131046847072582,983735404264898,2026-06-16T19:53:08+0000,,#veaterapia #universesentme #humoracido #vidareal,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,6,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-099,Facebook,1036844829507460_122133558903072582,1682105286427938,2026-06-26T17:42:09+0000,,#vidagatuna,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,4,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-100,Facebook,1036844829507460_122134055109072582,1339119487723234,2026-06-27T22:39:21+0000,,Demagoga? 🤔 #universesentme #universo #podcast,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Match_Visual_Exact,Single_asset_match,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,9,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-101,Facebook,1036844829507460_122134060641072582,1328020015567311,2026-06-28T00:25:12+0000,,No hay frase motivacional...,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Pending_Drive_or_local_asset_match,,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,4,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
REEL-102,Facebook,1036844829507460_122134065975072582,2159954351459805,2026-06-28T02:24:16+0000,,#universesentme #vidareal #destiny,Sin_clasificar,Reel,Confirmado_por_Meta_API;_asset_pendiente,Not_confirmed,Match_Visual_Exact,Single_asset_match,Historical_identity_only; no_clean_comparable_verdict,,,No_auditado,Published_Historical,Published,Meta_interactions_current_feed_snapshot; views_reach_retention_pending,,,10,Meta historical feed 2026-05/06; video attachment confirmed,2026-08-22
