id,titulo,personaje_principal,personajes_secundarios,tipo_contenido,plataforma,objetivo,hipotesis,estado,prioridad,dificultad_produccion,reutilizable,fecha_ultima_publicacion,fuente,formato,categoria,bloqueado_canon,estado_operacion_normalizado,estado_canon_normalizado,asset_ref_confirmado,asset_ref_candidato,reconciliacion_estado,reconciliacion_confianza,reconciliacion_fuente,reconciliacion_nota,registro_relacionado,drive_reference_id,meta_publication_id,meta_permalink,asset_set,Asset_Ref,Asset_Filename,Drive_ID,Estado_Canon,Estado_Produccion,Estado_Publicacion,Ultima_Sincronizacion,Motivo_Revision_Normalizado,personaje_principal_normalizado,personajes_secundarios_normalizados,rol_narrativo,tipo_humor_normalizado,potencial_etiquetado,confianza_taxonomia,fuente_taxonomia,nota_taxonomia
CNT-040,Histórico reuse — Universe - Existencial 622.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-31,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,622,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1Jo-NLnIFPqyZ0Q9DnTopxJ2b89wr8aj3; Meta ID 1036844829507460_122125185207072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1Jo-NLnIFPqyZ0Q9DnTopxJ2b89wr8aj3,1036844829507460_122125185207072582,,,622,Universe - Existencial 622.png,1Jo-NLnIFPqyZ0Q9DnTopxJ2b89wr8aj3,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-041,Histórico reuse — 741 - Elara+Maeve.png,@char_USM_elara,@char_USM_maeve,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-02,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,741,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1kjnBWYqorukEjwwEhIrlTkeVJzZyoQ7e; Meta ID 1036844829507460_122117421531072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1kjnBWYqorukEjwwEhIrlTkeVJzZyoQ7e,1036844829507460_122117421531072582,,,741,741 - Elara+Maeve.png,1kjnBWYqorukEjwwEhIrlTkeVJzZyoQ7e,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Elara,Maeve,Dúo o pareja,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-042,Histórico reuse — 260508 - Universe.jpg,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-01,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260508,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1c_AQFPbigiR39cH7f39h2MzCFvQL799b; Meta ID 1036844829507460_122117393139072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1c_AQFPbigiR39cH7f39h2MzCFvQL799b,1036844829507460_122117393139072582,,,260508,260508 - Universe.jpg,1c_AQFPbigiR39cH7f39h2MzCFvQL799b,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-043,Histórico reuse — Universe - Existencial 260508.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-04,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260508,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1eVre3AC1EjmEUPHKMjVRbQ3efXtYyh-8; Meta ID 1036844829507460_122117731467072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1eVre3AC1EjmEUPHKMjVRbQ3efXtYyh-8,1036844829507460_122117731467072582,,,260508,Universe - Existencial 260508.png,1eVre3AC1EjmEUPHKMjVRbQ3efXtYyh-8,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,Existencial o absurdo,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-044,Histórico reuse — 260510 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-05,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260510,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1IN_JJXhuuswam_TjDvwHgPSeHeiT847o; Meta ID 1036844829507460_122117751393072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1IN_JJXhuuswam_TjDvwHgPSeHeiT847o,1036844829507460_122117751393072582,,,260510,260510 - Universe.png,1IN_JJXhuuswam_TjDvwHgPSeHeiT847o,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-045,Histórico reuse — 260515 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-05,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260515,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1wlOLNcrP4Z-bhYq_Pp7Azgg9jWVxdzSW; Meta ID 1036844829507460_122118254373072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1wlOLNcrP4Z-bhYq_Pp7Azgg9jWVxdzSW,1036844829507460_122118254373072582,,,260515,260515 - Universe.png,1wlOLNcrP4Z-bhYq_Pp7Azgg9jWVxdzSW,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-046,Histórico reuse — 260518 - Kael.png,@char_USM_kael,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-06,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260518,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1Af3hrPfGipHgisKzc5KcoXSlKXZht3xj; Meta ID 1036844829507460_122118353007072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1Af3hrPfGipHgisKzc5KcoXSlKXZht3xj,1036844829507460_122118353007072582,,,260518,260518 - Kael.png,1Af3hrPfGipHgisKzc5KcoXSlKXZht3xj,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Kael,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-047,Histórico reuse — 260527 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-08,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260527,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 10pd1kRstf89Y28guEZabpjfun6H4GGG3; Meta ID 1036844829507460_122118739911072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,10pd1kRstf89Y28guEZabpjfun6H4GGG3,1036844829507460_122118739911072582,,,260527,260527 - Universe.png,10pd1kRstf89Y28guEZabpjfun6H4GGG3,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-048,Histórico reuse — 260528 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-09,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260528,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1LmngFJ1-jK14sd65nqm2Jg2KSE3e5NMO; Meta ID 1036844829507460_122119022541072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1LmngFJ1-jK14sd65nqm2Jg2KSE3e5NMO,1036844829507460_122119022541072582,,,260528,260528 - Universe.png,1LmngFJ1-jK14sd65nqm2Jg2KSE3e5NMO,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-049,Histórico reuse — 260540 - Elara.png,@char_USM_elara,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-11,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260540,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1t5oZ88YMrhgWt2EwZVvHO8RIX6Q5SE_R; Meta ID 1036844829507460_122122150101072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1t5oZ88YMrhgWt2EwZVvHO8RIX6Q5SE_R,1036844829507460_122122150101072582,,,260540,260540 - Elara.png,1t5oZ88YMrhgWt2EwZVvHO8RIX6Q5SE_R,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Elara,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-050,Histórico reuse — 260542 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-09,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260542,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1NWmVZyQfcSbhc30zfKpFsIAS0vNxq6r_; Meta ID 1036844829507460_122119047297072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1NWmVZyQfcSbhc30zfKpFsIAS0vNxq6r_,1036844829507460_122119047297072582,,,260542,260542 - Universe.png,1NWmVZyQfcSbhc30zfKpFsIAS0vNxq6r_,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-051,Histórico reuse — 260543 - Evan.png,@char_USM_evan,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-10,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260543,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1wZKe6jShWahCGKH34BZB8uQ0qVK847e4; Meta ID 1036844829507460_122119060353072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1wZKe6jShWahCGKH34BZB8uQ0qVK847e4,1036844829507460_122119060353072582,,,260543,260543 - Evan.png,1wZKe6jShWahCGKH34BZB8uQ0qVK847e4,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Evan,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-052,Histórico reuse — 260559 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-12,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260559,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 171bzjw4YeEUcXcCAHXKZnTZrHTeweeI7; Meta ID 1036844829507460_122119761573072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,171bzjw4YeEUcXcCAHXKZnTZrHTeweeI7,1036844829507460_122119761573072582,,,260559,260559 - Universe.png,171bzjw4YeEUcXcCAHXKZnTZrHTeweeI7,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-053,Histórico reuse — 260560 - Fantasma.png,@char_USM_fantasma,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-14,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260560,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1d6Dv4lz2kKTHX2Zl1M-tstOwradmhAyi; Meta ID 1036844829507460_122124445011072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1d6Dv4lz2kKTHX2Zl1M-tstOwradmhAyi,1036844829507460_122124445011072582,,,260560,260560 - Fantasma.png,1d6Dv4lz2kKTHX2Zl1M-tstOwradmhAyi,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Fantasma,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-054,Histórico reuse — 260573 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-15,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260573,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 18ueYKekJ9RGortWr0SQMI9L6uVR5s-pG; Meta ID 1036844829507460_122120563947072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,18ueYKekJ9RGortWr0SQMI9L6uVR5s-pG,1036844829507460_122120563947072582,,,260573,260573 - Universe.png,18ueYKekJ9RGortWr0SQMI9L6uVR5s-pG,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-055,Histórico reuse — 260589.png,,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-18,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260589,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1P57uXhBNAjvuLJKH7YOARn5ggw_6efNc; Meta ID 1036844829507460_122120887443072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1P57uXhBNAjvuLJKH7YOARn5ggw_6efNc,1036844829507460_122120887443072582,,,260589,260589.png,1P57uXhBNAjvuLJKH7YOARn5ggw_6efNc,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,No identificado,Ninguno,No determinado,No determinado,Medio,Baja,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-056,Histórico reuse — 260590 - Maeve.png,@char_USM_maeve,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-18,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260590,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1VXSbwFRQpdYlU8YKFYtrl6vzqKjkLygV; Meta ID 1036844829507460_122120959611072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1VXSbwFRQpdYlU8YKFYtrl6vzqKjkLygV,1036844829507460_122120959611072582,,,260590,260590 - Maeve.png,1VXSbwFRQpdYlU8YKFYtrl6vzqKjkLygV,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Maeve,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-057,Histórico reuse — 260607 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-21,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260607,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1BqrOOjXm26D9m-PfYSH8mhGc9Bga4z9G; Meta ID 1036844829507460_122122145103072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1BqrOOjXm26D9m-PfYSH8mhGc9Bga4z9G,1036844829507460_122122145103072582,,,260607,260607 - Universe.png,1BqrOOjXm26D9m-PfYSH8mhGc9Bga4z9G,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-058,Histórico reuse — 260613 - Wilfred.png,@char_USM_wilfred,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-21,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260613,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1yAnPsDhu-hESADhtfjMWgkWQdC7hhrqM; Meta ID 1036844829507460_122122159311072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1yAnPsDhu-hESADhtfjMWgkWQdC7hhrqM,1036844829507460_122122159311072582,,,260613,260613 - Wilfred.png,1yAnPsDhu-hESADhtfjMWgkWQdC7hhrqM,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Wilfred,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-059,Histórico reuse — 260614 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-23,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260614,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1lZsqVXERwU7mnc80wCugSkjoy2crRLiP; Meta ID 1036844829507460_122122824549072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1lZsqVXERwU7mnc80wCugSkjoy2crRLiP,1036844829507460_122122824549072582,,,260614,260614 - Universe.png,1lZsqVXERwU7mnc80wCugSkjoy2crRLiP,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-060,Histórico reuse — 260620 - Fantasma.png,@char_USM_fantasma,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-27,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260620,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1h1KrufRyZpd16J5_1-MQxNJ5gy9coO3N; Meta ID 1036844829507460_122124367017072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1h1KrufRyZpd16J5_1-MQxNJ5gy9coO3N,1036844829507460_122124367017072582,,,260620,260620 - Fantasma.png,1h1KrufRyZpd16J5_1-MQxNJ5gy9coO3N,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Fantasma,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-061,Histórico reuse — 260625.png,,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-22,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260625,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1Mfx7HRQOxwG0DWmSzGLlEvuxUcwafynW; Meta ID 1036844829507460_122122781583072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1Mfx7HRQOxwG0DWmSzGLlEvuxUcwafynW,1036844829507460_122122781583072582,,,260625,260625.png,1Mfx7HRQOxwG0DWmSzGLlEvuxUcwafynW,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,No identificado,Ninguno,No determinado,No determinado,Medio,Baja,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
CNT-062,Histórico reuse — 260633 - Universe.png,@char_USM_universe,,Meme / Imagen histórica,Facebook,Histórico / Reuse / Aprendizaje,,Histórico reconciliado — pendiente de decisión de reuse,Alta,Baja,Sí,2026-05-23,Operations/Research/2026-08-14_Reuse_Mayo_Ranking.csv,Imagen,Reuse / Histórico,No evaluado; no modifica canon,Historical_Reconciled,Canon_Clear_or_Unverified,260633,,Resolved_Historical_Asset,High,Reuse ranking + Drive 05 Mayo + Meta best_post_id,Filename exacto; Drive ID 1c9vwjclQZ6k-4kkgyMCpV17pnrWzHx9O; Meta ID 1036844829507460_122123199435072582; ranking Reuse_Top28. La referencia 260508 comparte código con otra variante histórica y se conserva como CNT separado por filename. CNT creado sin aprobación canónica.,,1c9vwjclQZ6k-4kkgyMCpV17pnrWzHx9O,1036844829507460_122123199435072582,,,260633,260633 - Universe.png,1c9vwjclQZ6k-4kkgyMCpV17pnrWzHx9O,No evaluado,Asset_Listo,Historica,2026-08-17,Historical_Asset_Reconciliation,Universe,Ninguno,Protagonista,No determinado,Medio,Alta,Inventario + reglas taxonómicas,No sustituye canon; revisar si la confianza es Media o Baja.
